date;heure;PM25;PM10;O3;NO2;CO
25/09/2013;11;32;52;23;n/d;300
25/09/2013;12;24;39;58;n/d;100
25/09/2013;13;20;30;81;n/d;100
25/09/2013;14;17;31;73;n/d;100
25/09/2013;15;14;30;57;n/d;100
25/09/2013;16;15;27;68;n/d;100
25/09/2013;17;18;31;51;n/d;200
25/09/2013;18;25;37;21;n/d;600
25/09/2013;19;28;44;2;n/d;900
25/09/2013;20;30;48;0;n/d;500
25/09/2013;21;29;48;1;n/d;600
25/09/2013;22;31;52;0;n/d;500
25/09/2013;23;29;46;1;n/d;400
25/09/2013;24;27;43;0;n/d;800
26/09/2013;1;31;52;0;n/d;700
26/09/2013;2;31;46;0;n/d;400
26/09/2013;3;24;39;0;n/d;200
26/09/2013;4;23;36;1;n/d;200
26/09/2013;5;23;35;0;n/d;200
26/09/2013;6;25;36;0;n/d;200
26/09/2013;7;28;45;0;n/d;300
26/09/2013;8;32;51;2;n/d;300
26/09/2013;9;38;57;10;n/d;300
26/09/2013;10;51;70;23;n/d;200
26/09/2013;11;42;56;43;n/d;100
26/09/2013;12;33;40;49;n/d;100
26/09/2013;13;26;35;59;n/d;0
26/09/2013;14;20;27;62;n/d;0
26/09/2013;15;27;35;54;n/d;100
26/09/2013;16;32;43;57;n/d;100
26/09/2013;17;34;47;43;n/d;200
26/09/2013;18;47;57;34;n/d;200
26/09/2013;19;55;64;33;n/d;200
26/09/2013;20;57;67;41;n/d;100
26/09/2013;21;54;65;49;n/d;100
26/09/2013;22;55;63;40;n/d;100
26/09/2013;23;53;64;30;n/d;100
26/09/2013;24;52;62;24;n/d;0
27/09/2013;1;50;59;22;n/d;100
27/09/2013;2;43;53;20;n/d;100
27/09/2013;3;40;50;19;n/d;100
27/09/2013;4;42;47;14;n/d;100
27/09/2013;5;41;45;4;n/d;100
27/09/2013;6;36;46;0;n/d;200
27/09/2013;7;38;51;0;n/d;300
27/09/2013;8;40;57;2;n/d;300
27/09/2013;9;43;60;5;n/d;300
27/09/2013;10;44;63;9;n/d;300
27/09/2013;11;43;61;26;n/d;200
27/09/2013;12;39;52;44;n/d;100
27/09/2013;13;35;43;58;n/d;100
27/09/2013;14;27;36;60;n/d;100
27/09/2013;15;25;38;63;n/d;100
27/09/2013;16;26;37;57;n/d;100
27/09/2013;17;27;37;46;n/d;200
27/09/2013;18;25;36;31;n/d;300
27/09/2013;19;26;37;22;n/d;400
27/09/2013;20;27;40;20;n/d;200
27/09/2013;21;27;39;35;n/d;200
27/09/2013;22;26;36;35;n/d;200
27/09/2013;23;29;37;12;n/d;300
27/09/2013;24;27;34;29;n/d;200
28/09/2013;1;28;30;34;n/d;200
28/09/2013;2;31;n/d;30;n/d;200
28/09/2013;3;23;30;16;n/d;200
28/09/2013;4;22;30;12;n/d;200
28/09/2013;5;23;29;29;n/d;100
28/09/2013;6;19;27;19;n/d;100
28/09/2013;7;17;30;20;n/d;200
28/09/2013;8;19;31;17;n/d;200
28/09/2013;9;23;33;9;n/d;300
28/09/2013;10;26;37;13;n/d;300
28/09/2013;11;30;38;18;n/d;300
28/09/2013;12;27;40;26;n/d;200
28/09/2013;13;27;39;23;n/d;200
28/09/2013;14;26;38;31;n/d;200
28/09/2013;15;23;35;30;n/d;200
28/09/2013;16;24;35;25;n/d;200
28/09/2013;17;23;36;17;n/d;300
28/09/2013;18;25;32;12;n/d;300
28/09/2013;19;25;34;2;n/d;400
28/09/2013;20;26;35;1;n/d;300
28/09/2013;21;23;30;9;n/d;200
28/09/2013;22;18;29;12;n/d;200
28/09/2013;23;17;27;17;n/d;200
28/09/2013;24;15;21;9;n/d;200
29/09/2013;1;18;20;10;n/d;200
29/09/2013;2;17;23;5;n/d;200
29/09/2013;3;17;23;1;n/d;200
29/09/2013;4;19;26;1;n/d;200
29/09/2013;5;20;29;2;n/d;200
29/09/2013;6;22;26;0;n/d;200
29/09/2013;7;22;29;0;n/d;200
29/09/2013;8;22;31;1;n/d;300
29/09/2013;9;24;33;5;n/d;300
29/09/2013;10;26;38;5;n/d;300
29/09/2013;11;28;44;7;n/d;300
29/09/2013;12;28;40;17;n/d;200
29/09/2013;13;28;38;32;n/d;200
29/09/2013;14;23;32;43;n/d;200
29/09/2013;15;19;28;52;n/d;200
29/09/2013;16;18;25;44;n/d;200
29/09/2013;17;16;28;21;n/d;300
29/09/2013;18;21;28;9;n/d;300
29/09/2013;19;21;26;4;n/d;400
29/09/2013;20;26;33;2;n/d;300
29/09/2013;21;24;33;15;n/d;200
29/09/2013;22;13;18;21;n/d;200
29/09/2013;23;9;13;23;n/d;200
29/09/2013;24;10;16;22;n/d;100
30/09/2013;1;11;20;24;n/d;100
30/09/2013;2;12;21;23;n/d;100
30/09/2013;3;15;21;19;n/d;100
30/09/2013;4;13;22;12;n/d;200
30/09/2013;5;11;20;5;n/d;200
30/09/2013;6;13;23;0;n/d;200
30/09/2013;7;16;28;0;n/d;300
30/09/2013;8;18;34;1;n/d;400
30/09/2013;9;23;43;2;n/d;400
30/09/2013;10;25;44;3;n/d;300
30/09/2013;11;26;42;5;n/d;300
30/09/2013;12;29;42;5;n/d;300
30/09/2013;13;30;45;4;n/d;300
30/09/2013;14;30;46;6;n/d;300
30/09/2013;15;26;39;13;n/d;200
30/09/2013;16;23;36;9;n/d;400
30/09/2013;17;22;35;9;n/d;400
30/09/2013;18;21;30;6;n/d;300
30/09/2013;19;19;27;9;n/d;400
30/09/2013;20;18;26;4;n/d;300
30/09/2013;21;21;28;5;n/d;200
30/09/2013;22;22;29;4;n/d;300
30/09/2013;23;20;28;3;n/d;200
30/09/2013;24;19;27;3;n/d;300
01/10/2013;1;16;22;15;n/d;100
01/10/2013;2;15;22;11;n/d;200
01/10/2013;3;13;22;16;n/d;100
01/10/2013;4;14;20;7;n/d;200
01/10/2013;5;18;22;0;n/d;200
01/10/2013;6;17;24;0;n/d;200
01/10/2013;7;21;31;0;n/d;300
01/10/2013;8;27;40;1;n/d;400
01/10/2013;9;29;46;2;n/d;300
01/10/2013;10;30;47;6;n/d;300
01/10/2013;11;25;39;11;n/d;300
01/10/2013;12;22;39;15;n/d;300
01/10/2013;13;24;38;30;n/d;200
01/10/2013;14;23;30;36;n/d;200
01/10/2013;15;18;30;34;n/d;200
01/10/2013;16;19;29;29;n/d;200
01/10/2013;17;19;28;29;n/d;200
01/10/2013;18;19;30;13;n/d;400
01/10/2013;19;20;37;7;n/d;400
01/10/2013;20;19;37;20;n/d;300
01/10/2013;21;21;36;26;n/d;200
01/10/2013;22;21;36;28;n/d;200
01/10/2013;23;18;35;24;n/d;200
01/10/2013;24;21;33;26;n/d;200
02/10/2013;1;21;34;27;n/d;200
02/10/2013;2;21;32;24;n/d;200
02/10/2013;3;20;29;19;n/d;200
02/10/2013;4;20;28;13;n/d;200
02/10/2013;5;20;28;2;n/d;200
02/10/2013;6;21;30;0;n/d;300
02/10/2013;7;24;35;0;n/d;400
02/10/2013;8;22;37;1;n/d;400
02/10/2013;9;26;43;4;n/d;400
02/10/2013;10;26;43;5;n/d;300
02/10/2013;11;27;44;9;n/d;300
02/10/2013;12;24;41;11;n/d;200
02/10/2013;13;23;39;12;n/d;200
02/10/2013;14;19;34;19;n/d;200
02/10/2013;15;16;31;16;n/d;300
02/10/2013;16;17;33;22;n/d;200
02/10/2013;17;16;28;14;n/d;300
02/10/2013;18;20;33;0;n/d;500
02/10/2013;19;25;37;0;n/d;400
02/10/2013;20;28;37;0;n/d;500
02/10/2013;21;30;43;3;n/d;500
02/10/2013;22;21;35;8;n/d;300
02/10/2013;23;16;29;9;n/d;300
02/10/2013;24;17;29;12;n/d;200
03/10/2013;1;15;25;17;n/d;200
03/10/2013;2;13;23;20;n/d;100
03/10/2013;3;13;23;19;n/d;200
03/10/2013;4;16;22;13;n/d;200
03/10/2013;5;17;24;6;n/d;200
03/10/2013;6;14;23;1;n/d;200
03/10/2013;7;15;26;2;n/d;300
03/10/2013;8;14;33;5;n/d;300
03/10/2013;9;20;34;9;n/d;300
03/10/2013;10;20;33;12;n/d;300
03/10/2013;11;21;34;8;n/d;300
03/10/2013;12;21;34;9;n/d;300
03/10/2013;13;21;36;7;n/d;300
03/10/2013;14;19;37;9;n/d;400
03/10/2013;15;19;38;11;n/d;400
03/10/2013;16;18;32;13;n/d;500
03/10/2013;17;18;29;5;n/d;500
03/10/2013;18;18;31;5;n/d;400
03/10/2013;19;17;30;2;n/d;500
03/10/2013;20;21;29;4;n/d;300
03/10/2013;21;19;27;8;n/d;300
03/10/2013;22;17;29;8;n/d;300
03/10/2013;23;18;25;1;n/d;300
03/10/2013;24;18;24;19;n/d;200
04/10/2013;1;10;18;31;n/d;100
04/10/2013;2;11;14;29;n/d;100
04/10/2013;3;11;17;28;n/d;100
04/10/2013;4;10;15;17;n/d;200
04/10/2013;5;11;15;10;n/d;100
04/10/2013;6;11;17;4;n/d;200
04/10/2013;7;9;18;2;n/d;300
04/10/2013;8;11;22;8;n/d;300
04/10/2013;9;11;22;17;n/d;200
04/10/2013;10;10;23;27;n/d;200
04/10/2013;11;10;26;36;n/d;100
04/10/2013;12;9;20;44;n/d;100
04/10/2013;13;10;20;38;n/d;200
04/10/2013;14;9;24;36;n/d;100
04/10/2013;15;10;22;33;n/d;200
04/10/2013;16;11;23;28;n/d;200
04/10/2013;17;11;21;23;n/d;200
04/10/2013;18;13;23;10;n/d;300
04/10/2013;19;17;27;5;n/d;300
04/10/2013;20;19;30;2;n/d;300
04/10/2013;21;19;32;3;n/d;300
04/10/2013;22;18;31;3;n/d;300
04/10/2013;23;16;30;0;n/d;300
04/10/2013;24;13;28;1;n/d;300
05/10/2013;1;13;24;9;n/d;200
05/10/2013;2;9;23;19;n/d;100
05/10/2013;3;7;20;23;n/d;100
05/10/2013;4;11;19;25;n/d;100
05/10/2013;5;10;19;23;n/d;100
05/10/2013;6;9;18;22;n/d;100
05/10/2013;7;10;19;23;n/d;100
05/10/2013;8;11;18;25;n/d;100
05/10/2013;9;12;17;37;n/d;100
05/10/2013;10;9;17;42;n/d;100
05/10/2013;11;11;21;44;n/d;100
05/10/2013;12;9;19;47;n/d;100
05/10/2013;13;10;22;47;n/d;100
05/10/2013;14;13;20;53;n/d;100
05/10/2013;15;11;18;52;n/d;100
05/10/2013;16;10;15;49;n/d;100
05/10/2013;17;11;16;36;n/d;100
05/10/2013;18;11;18;32;n/d;200
05/10/2013;19;11;19;25;n/d;200
05/10/2013;20;13;21;25;n/d;200
05/10/2013;21;14;24;25;n/d;200
05/10/2013;22;17;25;20;n/d;200
05/10/2013;23;17;25;15;n/d;200
05/10/2013;24;13;23;18;n/d;200
06/10/2013;1;12;24;15;n/d;200
06/10/2013;2;15;21;21;n/d;100
06/10/2013;3;13;19;20;n/d;100
06/10/2013;4;12;21;27;n/d;100
06/10/2013;5;12;20;18;n/d;100
06/10/2013;6;13;20;16;n/d;100
06/10/2013;7;13;18;17;n/d;100
06/10/2013;8;12;18;19;n/d;100
06/10/2013;9;15;22;13;n/d;200
06/10/2013;10;17;24;20;n/d;200
06/10/2013;11;17;24;28;n/d;100
06/10/2013;12;15;17;43;n/d;100
06/10/2013;13;13;17;55;n/d;0
06/10/2013;14;10;11;57;n/d;0
06/10/2013;15;8;9;56;n/d;0
06/10/2013;16;n/d;17;53;n/d;0
06/10/2013;17;10;16;45;n/d;100
06/10/2013;18;9;17;35;n/d;200
06/10/2013;19;13;20;28;n/d;200
06/10/2013;20;13;18;25;n/d;200
06/10/2013;21;18;25;11;n/d;200
06/10/2013;22;18;26;14;n/d;200
06/10/2013;23;18;26;13;n/d;200
06/10/2013;24;20;27;12;n/d;200
07/10/2013;1;20;27;20;n/d;100
07/10/2013;2;20;26;28;n/d;100
07/10/2013;3;16;22;36;n/d;100
07/10/2013;4;14;20;33;n/d;100
07/10/2013;5;12;14;13;n/d;100
07/10/2013;6;12;19;3;n/d;200
07/10/2013;7;14;23;2;n/d;200
07/10/2013;8;13;30;6;n/d;300
07/10/2013;9;20;37;8;n/d;300
07/10/2013;10;25;42;13;n/d;200
07/10/2013;11;30;40;34;n/d;100
07/10/2013;12;24;36;51;n/d;0
07/10/2013;13;18;24;57;n/d;100
07/10/2013;14;13;19;62;n/d;100
07/10/2013;15;8;18;58;n/d;100
07/10/2013;16;9;13;57;n/d;100
07/10/2013;17;10;14;57;n/d;100
07/10/2013;18;11;17;44;n/d;200
07/10/2013;19;12;18;14;n/d;400
07/10/2013;20;14;26;1;n/d;400
07/10/2013;21;18;29;0;n/d;400
07/10/2013;22;19;30;0;n/d;400
07/10/2013;23;21;32;0;n/d;500
07/10/2013;24;21;34;0;n/d;400
08/10/2013;1;21;31;0;n/d;200
08/10/2013;2;19;27;0;n/d;200
08/10/2013;3;14;22;1;n/d;100
08/10/2013;4;14;22;1;n/d;200
08/10/2013;5;14;22;0;n/d;200
08/10/2013;6;13;23;0;n/d;200
08/10/2013;7;15;29;0;n/d;400
08/10/2013;8;20;36;1;n/d;400
08/10/2013;9;19;37;2;n/d;300
08/10/2013;10;21;40;6;n/d;300
08/10/2013;11;20;40;26;n/d;100
08/10/2013;12;16;29;53;n/d;0
08/10/2013;13;13;20;52;n/d;0
08/10/2013;14;12;20;54;n/d;0
08/10/2013;15;12;23;60;n/d;0
08/10/2013;16;10;21;61;n/d;0
08/10/2013;17;10;17;52;n/d;100
08/10/2013;18;12;n/d;35;n/d;100
08/10/2013;19;13;n/d;28;n/d;100
08/10/2013;20;16;n/d;32;n/d;100
08/10/2013;21;21;n/d;31;n/d;100
08/10/2013;22;16;n/d;37;n/d;100
08/10/2013;23;14;n/d;33;n/d;100
08/10/2013;24;17;n/d;28;n/d;100
09/10/2013;1;16;n/d;38;n/d;100
09/10/2013;2;13;n/d;41;n/d;100
09/10/2013;3;13;n/d;41;n/d;100
09/10/2013;4;16;n/d;29;n/d;100
09/10/2013;5;16;n/d;19;n/d;100
09/10/2013;6;14;n/d;3;n/d;100
09/10/2013;7;14;n/d;1;n/d;200
09/10/2013;8;12;n/d;5;n/d;300
09/10/2013;9;9;n/d;10;n/d;200
09/10/2013;10;8;n/d;16;n/d;200
09/10/2013;11;9;n/d;18;n/d;200
09/10/2013;12;8;n/d;27;n/d;200
09/10/2013;13;8;n/d;25;n/d;200
09/10/2013;14;9;n/d;16;n/d;200
09/10/2013;15;7;n/d;16;n/d;200
09/10/2013;16;6;n/d;14;n/d;200
09/10/2013;17;9;n/d;18;n/d;300
09/10/2013;18;11;n/d;8;n/d;300
09/10/2013;19;9;n/d;8;n/d;300
09/10/2013;20;10;n/d;17;n/d;200
09/10/2013;21;10;n/d;26;n/d;200
09/10/2013;22;11;n/d;39;n/d;100
09/10/2013;23;7;n/d;43;n/d;100
09/10/2013;24;5;n/d;46;n/d;100
10/10/2013;1;3;n/d;49;n/d;100
10/10/2013;2;5;n/d;53;n/d;100
10/10/2013;3;4;n/d;53;n/d;0
10/10/2013;4;2;n/d;57;n/d;0
10/10/2013;5;3;n/d;40;n/d;0
10/10/2013;6;3;n/d;24;n/d;100
10/10/2013;7;7;n/d;13;n/d;100
10/10/2013;8;9;n/d;22;n/d;100
10/10/2013;9;7;n/d;25;n/d;100
10/10/2013;10;7;n/d;38;n/d;100
10/10/2013;11;n/d;n/d;n/d;n/d;n/d
10/10/2013;12;n/d;n/d;40;27;100
10/10/2013;13;10;n/d;36;31;100
10/10/2013;14;8;n/d;44;26;100
10/10/2013;15;6;n/d;46;23;100
10/10/2013;16;8;22;47;24;100
10/10/2013;17;8;24;41;30;100
10/10/2013;18;9;20;26;42;200
10/10/2013;19;10;20;32;38;200
10/10/2013;20;11;18;39;27;100
10/10/2013;21;9;14;44;20;100
10/10/2013;22;6;11;47;18;100
10/10/2013;23;8;13;52;15;0
10/10/2013;24;6;13;53;12;0
11/10/2013;1;6;13;55;10;0
11/10/2013;2;6;17;54;11;0
11/10/2013;3;8;19;54;10;0
11/10/2013;4;7;15;47;13;0
11/10/2013;5;5;11;33;27;0
11/10/2013;6;6;10;14;46;100
11/10/2013;7;7;16;14;52;100
11/10/2013;8;6;10;15;51;100
11/10/2013;9;6;12;25;47;100
11/10/2013;10;10;13;25;41;100
11/10/2013;11;11;13;17;44;200
11/10/2013;12;9;14;25;36;100
11/10/2013;13;9;8;34;26;100
11/10/2013;14;6;9;35;28;100
11/10/2013;15;7;12;25;38;100
11/10/2013;16;9;15;23;41;100
11/10/2013;17;10;n/d;24;37;100
11/10/2013;18;8;n/d;14;44;200
11/10/2013;19;11;16;7;54;200
11/10/2013;20;17;18;12;48;200
11/10/2013;21;17;21;14;42;200
11/10/2013;22;15;22;13;40;200
11/10/2013;23;16;n/d;11;38;200
11/10/2013;24;13;n/d;7;39;200
12/10/2013;1;20;22;3;38;200
12/10/2013;2;23;22;4;30;200
12/10/2013;3;21;24;6;26;200
12/10/2013;4;17;18;11;21;100
12/10/2013;5;17;n/d;9;21;100
12/10/2013;6;13;21;8;26;100
12/10/2013;7;10;15;17;29;100
12/10/2013;8;4;5;25;25;100
12/10/2013;9;7;5;30;21;100
12/10/2013;10;10;8;34;18;100
12/10/2013;11;10;12;45;17;100
12/10/2013;12;8;n/d;50;18;100
12/10/2013;13;10;15;40;23;100
12/10/2013;14;10;16;38;24;100
12/10/2013;15;12;18;37;24;200
12/10/2013;16;13;21;36;29;200
12/10/2013;17;13;16;30;36;200
12/10/2013;18;14;21;16;53;200
12/10/2013;19;13;20;12;58;300
12/10/2013;20;18;24;7;60;300
12/10/2013;21;15;27;10;54;300
12/10/2013;22;28;32;0;69;500
12/10/2013;23;33;42;0;65;500
12/10/2013;24;29;40;1;69;800
13/10/2013;1;36;42;0;63;600
13/10/2013;2;26;36;0;57;400
13/10/2013;3;26;n/d;0;50;400
13/10/2013;4;24;n/d;1;45;300
13/10/2013;5;21;n/d;15;28;100
13/10/2013;6;17;n/d;20;25;100
13/10/2013;7;13;n/d;9;40;100
13/10/2013;8;16;23;11;33;200
13/10/2013;9;16;19;24;26;200
13/10/2013;10;8;15;40;21;0
13/10/2013;11;8;14;46;21;0
13/10/2013;12;6;11;47;19;100
13/10/2013;13;9;12;47;19;0
13/10/2013;14;7;9;48;21;0
13/10/2013;15;7;11;44;23;100
13/10/2013;16;11;13;39;29;100
13/10/2013;17;13;16;34;31;100
13/10/2013;18;15;19;28;39;200
13/10/2013;19;16;18;37;34;100
13/10/2013;20;15;n/d;32;35;100
13/10/2013;21;17;19;35;29;200
13/10/2013;22;16;17;37;27;200
13/10/2013;23;16;n/d;33;25;200
13/10/2013;24;12;n/d;25;28;200
14/10/2013;1;18;11;27;21;200
14/10/2013;2;16;n/d;27;15;200
14/10/2013;3;9;n/d;24;19;200
14/10/2013;4;5;n/d;25;19;200
14/10/2013;5;11;n/d;17;31;200
14/10/2013;6;13;n/d;7;47;200
14/10/2013;7;14;n/d;5;55;300
14/10/2013;8;13;n/d;11;54;300
14/10/2013;9;17;n/d;13;54;300
14/10/2013;10;13;n/d;20;45;300
14/10/2013;11;13;n/d;20;44;400
14/10/2013;12;14;n/d;35;37;400
14/10/2013;13;11;n/d;37;40;300
14/10/2013;14;10;n/d;27;49;300
14/10/2013;15;11;n/d;32;44;300
14/10/2013;16;11;n/d;25;60;300
14/10/2013;17;13;n/d;14;68;400
14/10/2013;18;14;n/d;33;46;300
14/10/2013;19;8;n/d;27;54;300
14/10/2013;20;8;n/d;27;51;200
14/10/2013;21;9;n/d;30;42;200
14/10/2013;22;9;n/d;33;39;200
14/10/2013;23;5;n/d;43;26;100
14/10/2013;24;4;n/d;39;23;100
15/10/2013;1;5;n/d;46;15;100
15/10/2013;2;5;n/d;47;13;100
15/10/2013;3;6;n/d;46;13;100
15/10/2013;4;7;n/d;43;17;100
15/10/2013;5;8;n/d;31;28;100
15/10/2013;6;9;14;9;55;200
15/10/2013;7;10;14;6;60;200
15/10/2013;8;11;20;7;59;300
15/10/2013;9;13;n/d;12;56;300
15/10/2013;10;13;n/d;17;53;200
15/10/2013;11;12;n/d;26;46;300
15/10/2013;12;n/d;n/d;42;n/d;200
15/10/2013;13;n/d;n/d;43;32;200
15/10/2013;14;10;n/d;39;38;200
15/10/2013;15;7;17;33;44;200
15/10/2013;16;9;19;27;48;200
15/10/2013;17;11;25;16;57;200
15/10/2013;18;13;25;20;52;300
15/10/2013;19;13;22;18;51;300
15/10/2013;20;14;24;9;62;300
15/10/2013;21;17;26;7;65;400
15/10/2013;22;17;26;15;47;300
15/10/2013;23;17;25;10;51;300
15/10/2013;24;15;20;7;53;200
16/10/2013;1;18;24;4;52;200
16/10/2013;2;17;23;11;42;200
16/10/2013;3;16;25;10;40;200
16/10/2013;4;17;25;3;46;200
16/10/2013;5;14;21;0;52;300
16/10/2013;6;19;29;0;76;600
16/10/2013;7;32;52;0;84;700
16/10/2013;8;31;57;0;80;600
16/10/2013;9;33;60;0;72;500
16/10/2013;10;32;62;1;64;500
16/10/2013;11;32;49;4;56;400
16/10/2013;12;25;35;8;53;300
16/10/2013;13;18;29;4;50;300
16/10/2013;14;18;25;3;47;300
16/10/2013;15;13;16;1;50;400
16/10/2013;16;11;12;0;54;500
16/10/2013;17;13;16;0;60;600
16/10/2013;18;13;25;0;69;500
16/10/2013;19;14;20;1;70;300
16/10/2013;20;13;20;17;57;200
16/10/2013;21;10;23;29;42;200
16/10/2013;22;9;21;28;43;100
16/10/2013;23;8;21;35;36;100
16/10/2013;24;8;22;47;24;100
17/10/2013;1;9;19;41;25;100
17/10/2013;2;8;19;44;19;100
17/10/2013;3;7;20;44;14;0
17/10/2013;4;6;18;38;20;100
17/10/2013;5;8;18;11;48;300
17/10/2013;6;9;21;5;53;200
17/10/2013;7;9;26;4;59;200
17/10/2013;8;12;31;8;57;300
17/10/2013;9;11;29;19;45;200
17/10/2013;10;13;31;29;37;200
17/10/2013;11;12;29;33;34;100
17/10/2013;12;13;21;33;37;100
17/10/2013;13;12;26;39;35;100
17/10/2013;14;12;31;39;35;100
17/10/2013;15;11;29;36;41;100
17/10/2013;16;10;25;30;45;200
17/10/2013;17;11;29;19;52;200
17/10/2013;18;15;33;2;73;400
17/10/2013;19;20;38;0;73;600
17/10/2013;20;18;34;1;67;500
17/10/2013;21;18;38;5;55;300
17/10/2013;22;14;35;10;45;300
17/10/2013;23;12;30;2;55;300
17/10/2013;24;11;20;7;45;200
18/10/2013;1;10;21;n/d;53;300
18/10/2013;2;13;28;0;44;300
18/10/2013;3;13;26;0;41;300
18/10/2013;4;12;26;0;39;400
18/10/2013;5;22;34;0;40;300
18/10/2013;6;23;36;0;43;300
18/10/2013;7;16;27;0;48;300
18/10/2013;8;21;33;0;50;400
18/10/2013;9;21;37;2;45;400
18/10/2013;10;20;33;3;45;300
18/10/2013;11;19;32;13;34;100
18/10/2013;12;15;28;23;28;200
18/10/2013;13;13;23;39;25;100
18/10/2013;14;12;20;40;28;200
18/10/2013;15;10;23;40;30;200
18/10/2013;16;9;23;34;30;200
18/10/2013;17;9;19;19;43;300
18/10/2013;18;11;20;7;57;300
18/10/2013;19;11;23;5;59;400
18/10/2013;20;16;26;4;57;400
18/10/2013;21;17;28;3;54;300
18/10/2013;22;15;27;6;45;200
18/10/2013;23;16;25;1;49;300
18/10/2013;24;14;26;2;43;200
19/10/2013;1;13;22;1;38;200
19/10/2013;2;13;21;2;33;100
19/10/2013;3;12;18;5;27;100
19/10/2013;4;9;17;1;26;100
19/10/2013;5;8;22;0;30;200
19/10/2013;6;10;23;0;36;300
19/10/2013;7;13;23;0;41;300
19/10/2013;8;16;28;0;44;300
19/10/2013;9;22;36;2;41;300
19/10/2013;10;21;35;6;35;300
19/10/2013;11;20;29;6;39;300
19/10/2013;12;20;32;8;43;300
19/10/2013;13;15;33;14;42;300
19/10/2013;14;12;28;29;27;200
19/10/2013;15;13;27;25;36;300
19/10/2013;16;17;27;17;43;300
19/10/2013;17;18;30;7;54;400
19/10/2013;18;19;31;5;60;400
19/10/2013;19;22;31;3;66;500
19/10/2013;20;22;32;4;58;400
19/10/2013;21;21;29;4;53;400
19/10/2013;22;19;26;5;48;400
19/10/2013;23;19;23;6;44;400
19/10/2013;24;14;26;5;42;400
20/10/2013;1;16;21;11;34;300
20/10/2013;2;12;19;19;26;200
20/10/2013;3;10;19;20;24;200
20/10/2013;4;11;18;19;22;200
20/10/2013;5;9;21;18;22;200
20/10/2013;6;10;19;10;30;300
20/10/2013;7;8;14;13;37;200
20/10/2013;8;10;10;11;46;200
20/10/2013;9;12;16;10;29;200
20/10/2013;10;13;19;21;25;200
20/10/2013;11;13;15;27;26;200
20/10/2013;12;12;14;38;22;100
20/10/2013;13;10;13;40;23;200
20/10/2013;14;8;15;39;24;200
20/10/2013;15;7;18;39;26;200
20/10/2013;16;9;16;34;33;200
20/10/2013;17;8;18;38;38;200
20/10/2013;18;8;7;20;58;300
20/10/2013;19;11;11;30;45;300
20/10/2013;20;8;16;29;43;300
20/10/2013;21;8;13;31;36;200
20/10/2013;22;8;13;37;26;200
20/10/2013;23;7;14;35;25;200
20/10/2013;24;6;19;42;18;100
21/10/2013;1;4;17;35;17;100
21/10/2013;2;6;13;34;15;200
21/10/2013;3;5;14;33;16;400
21/10/2013;4;5;15;18;31;200
21/10/2013;5;7;15;1;52;200
21/10/2013;6;11;19;0;58;300
21/10/2013;7;13;27;0;64;500
21/10/2013;8;24;46;1;64;500
21/10/2013;9;17;39;3;51;400
21/10/2013;10;13;33;8;47;300
21/10/2013;11;16;34;13;43;300
21/10/2013;12;15;31;25;37;200
21/10/2013;13;13;25;15;51;300
21/10/2013;14;11;25;19;50;300
21/10/2013;15;12;23;18;52;300
21/10/2013;16;14;24;13;58;400
21/10/2013;17;13;28;4;69;500
21/10/2013;18;17;26;2;69;500
21/10/2013;19;18;30;2;64;500
21/10/2013;20;17;27;1;53;300
21/10/2013;21;15;26;4;45;400
21/10/2013;22;14;23;4;43;300
21/10/2013;23;13;23;4;40;300
21/10/2013;24;12;24;13;27;300
22/10/2013;1;11;23;12;29;200
22/10/2013;2;12;20;15;25;200
22/10/2013;3;10;15;15;23;200
22/10/2013;4;11;n/d;7;32;200
22/10/2013;5;12;21;1;46;200
22/10/2013;6;16;26;0;58;300
22/10/2013;7;18;31;0;61;400
22/10/2013;8;17;34;3;60;400
22/10/2013;9;19;37;8;55;400
22/10/2013;10;16;35;15;48;300
22/10/2013;11;13;34;26;36;200
22/10/2013;12;12;25;31;35;200
22/10/2013;13;13;29;34;36;200
22/10/2013;14;14;25;24;47;300
22/10/2013;15;17;39;9;64;400
22/10/2013;16;15;33;8;61;300
22/10/2013;17;15;30;10;59;400
22/10/2013;18;13;25;8;61;400
22/10/2013;19;15;23;15;51;300
22/10/2013;20;15;22;5;57;300
22/10/2013;21;15;25;6;51;300
22/10/2013;22;14;23;16;35;200
22/10/2013;23;12;22;25;26;200
22/10/2013;24;11;20;27;26;200
23/10/2013;1;12;19;30;20;100
23/10/2013;2;9;15;n/d;19;200
23/10/2013;3;9;18;n/d;17;100
23/10/2013;4;7;16;n/d;17;200
23/10/2013;5;9;9;n/d;37;200
23/10/2013;6;9;13;n/d;42;200
23/10/2013;7;7;18;n/d;44;200
23/10/2013;8;8;22;n/d;39;200
23/10/2013;9;7;24;n/d;37;200
23/10/2013;10;7;24;n/d;37;200
23/10/2013;11;9;26;n/d;32;200
23/10/2013;12;n/d;n/d;n/d;n/d;n/d
23/10/2013;13;n/d;n/d;n/d;n/d;n/d
23/10/2013;14;n/d;n/d;n/d;32;200
23/10/2013;15;n/d;n/d;n/d;38;200
23/10/2013;16;n/d;n/d;n/d;48;200
23/10/2013;17;n/d;n/d;n/d;62;300
23/10/2013;18;n/d;n/d;n/d;71;400
23/10/2013;19;n/d;n/d;n/d;64;400
23/10/2013;20;n/d;n/d;n/d;65;400
